unit,players,type,toi_sec,toi_min,gf,ga,sf,sa,xgf,xga,gf_pct,sf_pct,xgf_pct,team,complementarity,pass_links,pass_links_per60,chemistry_index
Hunt-Smith,"['Hunt Daemon', 'Smith Brendan']",pairing,991,16.5,1,0,3,0,0.17,0.0,100.0,100.0,100.0,Columbus Blue Jackets,36791.985,6,21.8,
Gudbranson-Severson,"['Gudbranson Erik', 'Severson Damon']",pairing,869,14.5,0,0,0,0,0.0,0.0,,,,Columbus Blue Jackets,2317.709,5,20.71,
Christiansen-Provorov,"['Christiansen Jake', 'Provorov Ivan']",pairing,852,14.2,1,3,6,8,0.36,0.67,25.0,42.9,35.2,Columbus Blue Jackets,2827.92,9,38.03,0.04
Christiansen-Werenski,"['Christiansen Jake', 'Werenski Zach']",pairing,588,9.8,1,0,3,5,0.34,0.2,100.0,37.5,62.2,Columbus Blue Jackets,3792.087,4,24.49,-0.176
Werenski-Zamula,"['Werenski Zach', 'Zamula Egor']",pairing,578,9.6,0,0,4,5,0.14,0.35,,44.4,29.5,Columbus Blue Jackets,9344.471,10,62.28,1.107
Severson-Smith,"['Severson Damon', 'Smith Brendan']",pairing,420,7.0,0,2,10,10,0.63,0.82,0.0,50.0,43.6,Columbus Blue Jackets,2365.364,0,0.0,-0.828
Mateychuk-Zamula,"['Mateychuk Denton', 'Zamula Egor']",pairing,411,6.8,0,0,0,0,0.0,0.0,,,,Columbus Blue Jackets,6983.24,6,52.55,
Provorov-Smith,"['Provorov Ivan', 'Smith Brendan']",pairing,349,5.8,0,0,0,0,0.0,0.0,,,,Columbus Blue Jackets,2504.971,0,0.0,
Smith-Werenski,"['Smith Brendan', 'Werenski Zach']",pairing,268,4.5,0,0,0,0,0.0,0.0,,,,Columbus Blue Jackets,3842.159,2,26.87,
Mateychuk-Smith,"['Mateychuk Denton', 'Smith Brendan']",pairing,225,3.8,0,0,0,0,0.0,0.0,,,,Columbus Blue Jackets,2658.669,0,0.0,
Heiskanen-Lindell,"['Heiskanen Miro', 'Lindell Esa']",pairing,68871,1147.8,87,85,752,781,48.72,45.86,50.6,49.1,51.5,Dallas Stars,3668.949,536,28.02,-0.109
Harley-Lundkvist,"['Harley Thomas', 'Lundkvist Nils']",pairing,37626,627.1,31,33,284,276,18.77,17.51,48.4,50.7,51.7,Dallas Stars,3378.36,356,34.06,-0.001
Bichsel-Petrovic,"['Bichsel Lian', 'Petrovic Alexander']",pairing,19017,316.9,30,17,218,206,14.33,11.64,63.8,51.4,55.2,Dallas Stars,1886.086,123,23.28,-0.359
Harley-Lyubushkin,"['Harley Thomas', 'Lyubushkin Ilya']",pairing,16328,272.1,15,9,118,107,6.99,5.81,62.5,52.4,54.6,Dallas Stars,3097.811,137,30.21,-0.108
Bichsel-Myers,"['Bichsel Lian', 'Myers Tyler']",pairing,12186,203.1,16,9,111,111,7.62,6.53,64.0,50.0,53.9,Dallas Stars,3120.144,124,36.63,0.034
Harley-Heiskanen,"['Harley Thomas', 'Heiskanen Miro']",pairing,11152,185.9,19,7,110,101,7.22,6.07,73.1,52.1,54.3,Dallas Stars,4466.29,129,41.64,0.254
Bichsel-Lyubushkin,"['Bichsel Lian', 'Lyubushkin Ilya']",pairing,10774,179.6,14,17,116,119,7.53,6.9,45.2,49.4,52.2,Dallas Stars,1946.137,68,22.72,-0.367
Harley-Petrovic,"['Harley Thomas', 'Petrovic Alexander']",pairing,8822,147.0,10,10,87,84,4.76,5.02,50.0,50.9,48.7,Dallas Stars,3064.694,83,33.87,-0.031
Capobianco-Petrovic,"['Capobianco Kyle', 'Petrovic Alexander']",pairing,8064,134.4,10,10,58,93,3.12,5.68,50.0,38.4,35.4,Dallas Stars,2450.288,84,37.5,-0.002
Lindell-Lyubushkin,"['Lindell Esa', 'Lyubushkin Ilya']",pairing,7294,121.6,9,9,56,84,4.02,5.04,50.0,40.0,44.4,Dallas Stars,2526.31,44,21.72,-0.341
Harley-Lindell,"['Harley Thomas', 'Lindell Esa']",pairing,6866,114.4,3,1,12,21,0.66,1.14,75.0,36.4,36.8,Dallas Stars,3804.797,142,74.45,0.916
Lyubushkin-Petrovic,"['Lyubushkin Ilya', 'Petrovic Alexander']",pairing,6207,103.5,6,2,28,24,2.02,1.46,75.0,53.8,58.1,Dallas Stars,2009.262,35,20.3,-0.414
Lindell-Lundkvist,"['Lindell Esa', 'Lundkvist Nils']",pairing,5756,95.9,10,10,93,91,5.75,5.02,50.0,50.5,53.4,Dallas Stars,2744.597,59,36.9,0.009
Harley-Myers,"['Harley Thomas', 'Myers Tyler']",pairing,4055,67.6,5,2,32,21,2.03,1.36,71.4,60.4,60.0,Dallas Stars,5089.658,34,30.18,0.055
Capobianco-Lyubushkin,"['Capobianco Kyle', 'Lyubushkin Ilya']",pairing,4010,66.8,2,3,28,19,1.46,1.25,40.0,59.6,53.9,Dallas Stars,2488.164,33,29.63,-0.171
Bichsel-Harley,"['Bichsel Lian', 'Harley Thomas']",pairing,3411,56.9,2,6,35,41,2.23,2.72,25.0,46.1,45.0,Dallas Stars,3017.575,27,28.5,-0.152
Capobianco-Lundkvist,"['Capobianco Kyle', 'Lundkvist Nils']",pairing,3406,56.8,3,3,15,17,0.89,1.11,50.0,46.9,44.4,Dallas Stars,2708.665,38,40.16,0.077
Bichsel-Lundkvist,"['Bichsel Lian', 'Lundkvist Nils']",pairing,2975,49.6,3,4,36,25,2.33,1.44,42.9,59.0,61.7,Dallas Stars,2105.555,21,25.41,-0.295
